Display_Name,country,sovereign,Status_GYR,protection_mpaguide_level,establishment_stage,designation,pa_type,area_km2,wdpa_id,wdpa_pid,Boundary_Join_Key,id,site_assessment_id,mpa_zone_id,proposed_date,designated_date,implemented_date,formally_recognized,regulations_in_force,status,affiliated_reports,source_file
Addo Elephant National Park,ZAF,ZAF,Yellow,light,actively managed,Restricted Zone,"mpa, multiple-objective",0.76264759765625,,,,5506,466,68821448.0,2016-02-01,2019-05-01,2019-05-01,yes,yes,published,Field et al. (2025),designated_implemented
Magherabeg Dunes SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.7516930390625,,555527897,555527897,6513,3945,,,,,yes,no,published,,designated_implemented
Tsitsikamma,ZAF,ZAF,Yellow,light,actively managed,Control Zone 2,"mpa, multiple-objective",0.74489287109375,,,,5611,485,68821553.0,,1964-01-01,2016-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Kogulavata Reef,SLB,SLB,Yellow,unknown,proposed/committed,Marine Managed Area,"mpa, primary conservation",0.72873501171875,,555547882,555547882,4122,3305,14529.0,,,,unknown,unknown,published,,proposed
Namaqua,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.72170567578125,,,,5620,487,68821562.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cregduff Lough SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.71834265625,,555527860,555527860,6413,3857,,,,,yes,no,published,,designated_implemented
Bodega Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.70743694140625,,None,None,2834,2905,68819593.0,,,,yes,no,published,,designated_implemented
Tongue Point,USA,USA,Yellow,light,implemented,Marine Life Sanctuary,unknown,0.7017488984375,,,,371,655,9024.0,,,,yes,yes,published,,designated_implemented
Namaqua,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.67021123046875,,,,5625,487,68821567.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cat Harbor (Catalina Island),USA,USA,Yellow,light,actively managed,State Marine Conservation Area,"mpa, multiple-objective",0.6623199140625,,,,2661,1712,68808039.0,,,2012-01-01,yes,yes,published,,designated_implemented
Mt. Hartman,GRD,GRD,Yellow,unknown,proposed/committed,Surveyed/Undesignated Protected Area,"mpa, primary conservation",0.66179652734375,,116321,116321,4213,3186,6829.0,,,,unknown,unknown,published,,proposed
Malgas Island,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.6607272421875,,,,5636,493,68821578.0,,1985-01-01,2000-12-01,yes,yes,published,Field et al. (2025),designated_implemented
Kilmuckridge-Tinnaberna Sandhills SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.6455829453125,,555527894,555527894,6493,3925,,,,,yes,no,published,,designated_implemented
Vatia,ASM,USA,Yellow,light,implemented,Village Marine Protected Area,"mpa, multiple-objective",0.6243292109375,,555547858,555547858,6065,3633,7569.0,,2001-01-01,,yes,yes,published,,designated_implemented
Roaringwater Bay and Islands SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),"mpa, primary conservation",0.5869706171875,,555789180,555789180,6230,3758,,2002-01-01,2021-09-24,2021-09-24,yes,no,published,,designated_implemented
Sea Lion Cove,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,unknown,0.58030808984375,,,,2633,3120,7650.0,,2010-05-01,,yes,yes,published,,designated_implemented
Virgin Gorda,VGB,GBR,Yellow,unknown,proposed/committed,Fisheries Protected,"mpa, primary conservation",0.5724203046875,,555624437,555624437,4069,2914,68810655.0,,,,unknown,unknown,published,,proposed
Cross Lough (Killadoon) SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.5647279921875,,555789194,555789194,6855,4162,,,,,yes,no,published,,designated_implemented
Cross Lough (Killadoon) SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.564727984375,,555789194,555789194,6416,3859,,,,,yes,no,published,,designated_implemented
Russian Gulch,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,"mpa, multiple-objective",0.56435441015625,,,,2697,1725,68808079.0,,2012-12-01,,yes,yes,published,,designated_implemented
Aughris Head SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.5482120625,,555539977,555539977,6356,3808,,,,,yes,no,published,,designated_implemented
Old Head of Kinsale SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.5364684453125,,555539878,555539878,6524,3957,,,,,yes,no,published,,designated_implemented
Vigie,LCA,LCA,Yellow,unknown,proposed/committed,Historic Area,"mpa, primary conservation",0.53024069140625,,97472,97472,4209,3379,68817239.0,,,,unknown,unknown,published,,proposed
Siete Pecados,PHL,PHL,Yellow,light,actively managed,Marine Park,"mpa, primary conservation",0.525195296875,,None,None,4252,137,68821371.0,2004-01-01,2005-01-01,2005-01-01,yes,yes,published,,designated_implemented
Dana Point Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.50630963671875,,None,None,2836,2479,68819604.0,,,,yes,no,published,,designated_implemented
Salama Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة سلامه,"mpa, primary conservation",0.5029119453125,,555547518,555547518,4116,3321,14398.0,,,,unknown,unknown,published,,proposed
Manele-Hulopoe Zone B,USA,USA,Yellow,light,implemented,Marine Life Conservation District,"mpa, primary conservation",0.5013146796875,,,,520,515,,,1976-01-01,1976-01-01,yes,yes,published,,designated_implemented
North West Umm Al Maradim Island Reef,KWT,KWT,Yellow,unknown,proposed/committed,القطعة شمال غرب جزيرة أم المرادم,"mpa, primary conservation",0.48534326171875,,555547521,555547521,4119,733,14401.0,,,,unknown,unknown,published,,proposed
Laguna Beach Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.4781857109375,,None,None,2838,2896,68819605.0,,,,yes,no,published,,designated_implemented
Rusheenduff Lough SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.475793140625,,555789204,555789204,6861,4168,,,,,yes,yes,published,,designated_implemented
Inishduff SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.4649457421875,,555539962,555539962,6464,3899,,,,,yes,no,published,,designated_implemented
Illaunonearaun SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.4595015625,,555539961,555539961,6459,3895,,,,,yes,no,published,,designated_implemented
Virgin Gorda,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",0.45205017578125,,555624412,555624412,4051,3269,68810631.0,,,,unknown,unknown,published,,proposed
Fagamalo Village,ASM,USA,Yellow,light,implemented,Marine Protected Area,"mpa, multiple-objective",0.449783859375,,555547853,555547853,6058,3627,14500.0,,2003-01-01,2011-01-01,yes,yes,published,,designated_implemented
Pondoland,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone C,"mpa, multiple-objective",0.4490799609375,,,,5597,482,68821539.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Lapakahi Marine Life Conservation District,USA,USA,Yellow,light,implemented,Subzone B,"mpa, primary conservation",0.429037958984375,,,,523,509,,,,,yes,yes,published,,designated_implemented
Doheny Beach Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.4194767578125,,None,None,2837,2475,68819601.0,,,,yes,no,published,,designated_implemented
Beef Island,VGB,GBR,Yellow,unknown,proposed/committed,Fisheries Protected,"mpa, primary conservation",0.41696305078125,,555624393,555624393,4038,3417,68810615.0,,,,unknown,unknown,published,,proposed
Goleta Slough,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,"mpa, primary conservation",0.40923287890625,,,,2614,2661,68808023.0,,,2012-01-01,yes,yes,published,,designated_implemented
Kilpatrick Sandhills SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.406445765625,,555527895,555527895,6494,3926,,,,,yes,no,published,,designated_implemented
Ireland's Eye SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.4033946015625,,555527981,555527981,6478,3912,,,,,yes,no,published,,designated_implemented
Andreba,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",0.39295341015625,,555697903,555697903,4076,2756,68818987.0,,,,unknown,unknown,published,,proposed
Great Thatch,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",0.3864792109375,,555624410,555624410,4050,2903,68810629.0,,,,unknown,unknown,published,,proposed
Ofu Vaoto,ASM,USA,Yellow,light,implemented,Marine Protected Area,"mpa, primary conservation",0.38248621875,,555655666,555655666,6063,3631,7564.0,,1993-01-01,1994-01-01,yes,yes,published,,designated_implemented
Great Dog,VGB,GBR,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",0.37101433984375,,14215,14215,4184,3430,6302.0,,,,unknown,unknown,published,,proposed
Amaua & Auto,ASM,USA,Yellow,light,implemented,Village Marine Protected Area,"mpa, multiple-objective",0.367287015625,,555547856,555547856,6056,3625,14503.0,,2003-01-01,2010-01-01,yes,yes,published,,designated_implemented
Poloa,ASM,USA,Yellow,light,implemented,Village Marine Protected Area,"mpa, multiple-objective",0.3620071171875,,555547852,555547852,6064,3632,14499.0,,2001-01-01,,yes,yes,published,,designated_implemented
San Diego Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.358351078125,,None,None,2839,2882,68819592.0,,,,yes,no,published,,designated_implemented
Hog Island,GRD,GRD,Yellow,unknown,proposed/committed,Local Area Planning,"mpa, primary conservation",0.35774762109375,,31448,31448,4196,3368,67706550.0,,,,unknown,unknown,published,,proposed
Laugum,PNG,PNG,Yellow,unknown,proposed/committed,Wildlife Management Area,"mpa, primary conservation",0.3520851171875,,316938,316938,4244,3422,68811058.0,,,,unknown,unknown,published,,proposed
Pupukea,USA,USA,Yellow,light,actively managed,Marine Life Conservation District,unknown,0.3504642265625,,,,2732,3244,8132.0,,,,yes,yes,published,,designated_implemented
Ginger Island,VGB,GBR,Yellow,unknown,proposed/committed,Fisheries Protected,"mpa, primary conservation",0.3502939296875,,555624402,555624402,4044,2883,68810623.0,,,,unknown,unknown,published,,proposed
Aua Village,ASM,USA,Yellow,light,implemented,Marine Protected Area,"mpa, multiple-objective",0.344242,,555547854,555547854,6057,3626,14501.0,,2003-01-01,,yes,yes,published,,designated_implemented
North Funatees Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة فنيطيس الشمالية,"mpa, primary conservation",0.33791833984375,,555547513,555547513,4111,3196,14393.0,,,,unknown,unknown,published,,proposed
Lee Bay,VGB,GBR,Yellow,unknown,proposed/committed,Managed Resource,"mpa, primary conservation",0.333810359375,,555624425,555624425,4060,2878,68810643.0,,,,unknown,unknown,published,,proposed
Alofau Village,ASM,USA,Yellow,light,implemented,Marine Protected Area,"mpa, multiple-objective",0.322410265625,,,,6219,3749,,,2001-01-01,,yes,yes,published,,designated_implemented
Long Bay Beef Isl,VGB,GBR,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",0.31950497265625,,555624414,555624414,4053,2911,68810633.0,,,,unknown,unknown,published,,proposed
Matu'u & Faganeanea Village Marine Protected Area,ASM,USA,Yellow,light,implemented,Marine Protected Area,"mpa, multiple-objective",0.3158276328125,,555614458,555614458,6062,3630,7574.0,,2005-01-01,2010-01-01,yes,yes,published,,designated_implemented
Tortola,VGB,GBR,Yellow,unknown,proposed/committed,Managed Resource,"mpa, primary conservation",0.3153660859375,,555624430,555624430,4064,3274,68810648.0,,,,unknown,unknown,published,,proposed
Waikiki,USA,USA,Yellow,light,implemented,Marine Life Conservation District,"mpa, primary conservation",0.313979900390625,,,,370,3203,8133.0,,1988-01-01,,yes,yes,published,,designated_implemented
City of Encinitas Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.3065814375,,None,None,2835,2476,68819609.0,,,,yes,no,published,,designated_implemented
Tsitsikamma,ZAF,ZAF,Yellow,light,actively managed,Control Zone 1,"mpa, multiple-objective",0.30497604296875,,,,5609,485,68821551.0,,1964-01-01,2016-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Ardmore Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.2960169375,,555527951,555527951,6355,3807,,,,,yes,no,published,,designated_implemented
Ethnikou Thalassiou Parkou Zakynthou,GRC,GRC,Yellow,light,actively managed,Maritime zone Ib  Strict Protection Zone,"mpa, primary conservation",0.28848637890625,,328990,328990,3086,205,4860.0,,1999-12-22,,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Sovereign Islands SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.2870856953125,,555539971,555539971,6560,3989,,,,,yes,no,published,,designated_implemented
Nosy Antsoha,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",0.28494546484375,,555697876,555697876,4074,2747,68818985.0,,,,unknown,unknown,published,,proposed
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.28394349609375,,,,5549,478,68821491.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Tsitsikamma,ZAF,ZAF,Yellow,light,actively managed,Control Zone 3,"mpa, multiple-objective",0.2796833203125,,,,5610,485,68821552.0,,1964-01-01,2016-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Farranamanagh Lough SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.2730158125,,555527980,555527980,6437,3877,,,,,yes,no,published,,designated_implemented
Deep Bay,VGB,GBR,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",0.2660038828125,,555624390,555624390,4035,2863,68810612.0,,,,unknown,unknown,published,,proposed
Namaqua,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.26468308984375,,,,5622,487,68821564.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Marcus Island,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.2549543984375,,,,5637,494,68821579.0,,1985-01-01,2000-12-01,yes,yes,published,Field et al. (2025),designated_implemented
Isla Pirigallo,SLV,SLV,Yellow,unknown,proposed/committed,Área Natural,"mpa, primary conservation",0.2499662265625,,302056,302056,4216,3280,68811051.0,,,,unknown,unknown,published,,proposed
Great Carrot Bay,VGB,GBR,Yellow,unknown,proposed/committed,Habitat Management Area,"mpa, primary conservation",0.24234663671875,,14076,14076,4176,3183,6284.0,,,,unknown,unknown,published,,proposed
Guana Is.,VGB,GBR,Yellow,unknown,proposed/committed,Fisheries Protected,"mpa, primary conservation",0.24110819921875,,14078,14078,4177,3258,68809816.0,,,,unknown,unknown,published,,proposed
Long Bay,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",0.23154878515625,,555624426,555624426,4061,3388,68810644.0,,,,unknown,unknown,published,,proposed
Clogher Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.2309789453125,,555527877,555527877,6403,3849,,,,,yes,no,published,,designated_implemented
Limlair Theboud,GRD,GRD,Yellow,unknown,proposed/committed,Priority Area of Interest,"mpa, primary conservation",0.22660203515625,,14192,14192,4180,3184,6294.0,,,,unknown,unknown,published,,proposed
La Sagesse,GRD,GRD,Yellow,unknown,proposed/committed,Local Area Planning,"mpa, primary conservation",0.22165066796875,,14188,14188,4178,3182,6290.0,,,,unknown,unknown,published,,proposed
Masausi,ASM,USA,Yellow,light,implemented,Village Marine Protected Area,"mpa, multiple-objective",0.202673625,,555547857,555547857,6061,3629,7568.0,,2002-01-01,,yes,yes,published,,designated_implemented
South Laguna Beach Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",0.19783637890625,,None,None,2840,2886,68819602.0,,,,yes,no,published,,designated_implemented
Illaunnanoon SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.1977896328125,,555540018,555540018,6458,3894,,,,,yes,no,published,,designated_implemented
Greers Isle SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.19139109375,,555539933,555539933,6442,3882,,,,,yes,no,published,,designated_implemented
Smugglers Cove,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",0.18735864453125,,555624394,555624394,4039,2490,68810616.0,,,,unknown,unknown,published,,proposed
