Display_Name,country,sovereign,Status_GYR,protection_mpaguide_level,establishment_stage,designation,pa_type,area_km2,wdpa_id,wdpa_pid,Boundary_Join_Key,id,site_assessment_id,mpa_zone_id,proposed_date,designated_date,implemented_date,formally_recognized,regulations_in_force,status,affiliated_reports,source_file
Clonakilty Bay SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,5.0790202734375,,555539932,555539932,6406,3851,,,,,yes,no,published,,designated_implemented
Alataua,WSM,WSM,Yellow,unknown,designated,Marine Protected Area,"mpa, primary conservation",4.9712996640625,,,,6047,3621,,2024-10-01,2025-05-01,,yes,no,published,,designated_implemented
Ballymacoda (Clonpriest and Pillmore) SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,4.95001259375,,555527649,555527649,6363,3814,,,,,yes,no,published,,designated_implemented
Musquash Estuary Zone 2A,CAN,CAN,Yellow,light,actively managed,Marine Protected Area,unknown,4.93560425,,,,2319,517,68813337.0,1998-01-01,2006-01-01,2017-01-01,yes,yes,published,CPAWS (2021),designated_implemented
Musquash Estuary Zone 2B,CAN,CAN,Yellow,light,actively managed,Marine Protected Area,unknown,4.93560425,,,,2320,517,68813337.0,1998-01-01,2006-01-01,2017-01-01,yes,yes,published,CPAWS (2021),designated_implemented
East Coast and Praslin,LCA,LCA,Yellow,unknown,proposed/committed,Marine Management Area / Marine Reserve,"mpa, primary conservation",4.8640209375,,555592997,555592997,4146,3125,68812694.0,,,,unknown,unknown,published,,proposed
Inishtrahull SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,4.8325359453125,,555527668,555527668,6475,3909,,,,,yes,no,published,,designated_implemented
Ethnikou Thalassiou Parkou Zakynthou,GRC,GRC,Yellow,minimal,actively managed,Ia:Maritime Zone C,"mpa, primary conservation",4.78528853515625,,328995,328995,3089,206,68819803.0,,1999-12-22,,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Salt Point,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,unknown,4.76622438671875,,,,2631,3228,7654.0,,2009-01-01,2010-05-01,yes,yes,published,,designated_implemented
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",4.7551400859375,,,,5557,478,68821499.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Inishtrahull SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,4.743888328125,,555577755,555577755,6476,3910,,,,,yes,no,published,,designated_implemented
Fanari-Porto Lagos,GRC,GRC,Yellow,unknown,designated,Katafygio Agrias Zois,"mpa, primary conservation",4.69760653515625,,341885,341885,3167,642,11506.0,,1978-08-10,,yes,no,published,Giakoumi et al. (2023),designated_implemented
Eastern Ponds,VGB,GBR,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",4.63476941796875,,555624392,555624392,4037,3261,68810614.0,,,,unknown,unknown,published,,proposed
Painted Cave (Santa Cruz Island),USA,USA,Yellow,light,actively managed,State Marine Conservation Area,unknown,4.6222716015625,,None,None,2411,3166,7602.0,,,,yes,yes,published,,designated_implemented
Tobagos,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",4.59931745703125,,555624423,555624423,4059,3272,68810642.0,,,,unknown,unknown,published,,proposed
Carrowmore Dunes SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,4.51685153125,,555527992,555527992,6394,3842,,,,,yes,no,published,,designated_implemented
Lough Hyne Nature Reserve and Environs SAC,IRL,IRL,Yellow,light,implemented,Special Areas of Conservation (Habitats Directive),"mpa, primary conservation",4.51016565625,,555789179,555789179,1183,886,12864.0,,1981-01-01,,yes,yes,published,,designated_implemented
Illancrone and Inishkeeragh SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,4.1954300859375,,555539976,555539976,6453,3892,,,,,yes,no,published,,designated_implemented
Aughrusbeg Machair and Lake SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,4.1728486328125,,555787996,555787996,6357,3809,,,,,yes,no,published,,designated_implemented
Magharee Islands SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,4.1687440625,,555539972,555539972,6512,3944,,,,,yes,no,published,,designated_implemented
Clare Island Cliffs SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,4.0996251640625,,555527986,555527986,6399,3845,,,,,yes,no,published,,designated_implemented
Termoncarragh Lake and Annagh Machair SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,4.059465984375,,555539943,555539943,6567,3996,,,,,yes,no,published,,designated_implemented
Lambay Island SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,4.0416401328125,,555527685,555527685,6499,3931,,,,,yes,no,published,,designated_implemented
Anegada west,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",4.0339121875,,555624421,555624421,4057,2870,68810640.0,,,,unknown,unknown,published,,proposed
Nosy Tanihely,MDG,MDG,Yellow,unknown,proposed/committed,National Park,"mpa, primary conservation",4.02804466015625,,555697919,555697919,4081,2771,68818993.0,,,,unknown,unknown,published,,proposed
Pedra do Valado,PRT,PRT,Yellow,unknown,designated,Marine Park,"mpa, multiple-objective",3.96594951171875,,None,None,4013,141,68821373.0,2021-02-05,2024-01-05,,yes,no,published,,designated_implemented
Peter Island,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",3.9121762578125,,14221,14221,4187,3105,6307.0,,,,unknown,unknown,published,,proposed
Seal Beach,USA,USA,Yellow,light,actively managed,National Wildlife Refuge,unknown,3.91148569921875,,,,2506,1691,8740.0,,1972-08-29,,yes,yes,published,,designated_implemented
Inishglora and Inishkeeragh SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,3.81849075,,555539935,555539935,6467,3901,,,,,yes,no,published,,designated_implemented
Loop Head SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,3.7697495390625,,555539966,555539966,6502,3934,,,,,yes,no,published,,designated_implemented
Howth Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,3.7469933828125,,555527684,555527684,6452,3891,,,,,yes,no,published,,designated_implemented
Roaringwater Bay [No. 1 of 2015] [Prohibited Zones],IRL,IRL,Yellow,unknown,implemented,Fisheries Natura Declaration,other,3.714344875,,,,6846,4159,,,2015-05-01,,yes,yes,published,,designated_implemented
St. Croix East End - Recreational Zone,VIR,USA,Yellow,light,actively managed,Marine Park,"mpa, primary conservation",3.68262396875,,,,773,104,68819715.0,,2003-01-01,,yes,yes,published,,designated_implemented
Laborie,LCA,LCA,Yellow,unknown,proposed/committed,Marine Managed Area,"mpa, primary conservation",3.67097433203125,,555593002,555593002,4150,3309,68812697.0,,,,unknown,unknown,published,,proposed
Lundy [no-take zone],GBR,GBR,Yellow,light,actively managed,Marine Conservation Zone,"mpa, primary conservation",3.62617532421875,,,,1187,143,68808742.0,2003-01-01,2003-01-01,2003-01-01,yes,yes,published,,designated_implemented
Durnesh Lough SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,3.5857673828125,,555527664,555527664,6432,3872,,,,,yes,no,published,,designated_implemented
Three Castle Head to Mizen Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,3.529871453125,,555527658,555527658,6572,4001,,,,,yes,no,published,,designated_implemented
Puffin Island SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,3.4902901015625,,555539862,555539862,6527,3960,,,,,yes,no,published,,designated_implemented
Addo Elephant National Park,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",3.31611693359375,,,,5508,466,68821450.0,2016-02-01,2019-05-01,2019-05-01,yes,yes,published,Field et al. (2025),designated_implemented
Upper Newport Bay,USA,USA,Yellow,minimal,actively managed,State Marine Conservation Area,"mpa, multiple-objective",3.2173443828125,,,,2635,2359,68808040.0,,,2012-01-01,yes,yes,published,,designated_implemented
Tortola,VGB,GBR,Yellow,unknown,proposed/committed,Species Management Area,"mpa, primary conservation",3.08919253515625,,555624433,555624433,4067,3275,68810651.0,,,,unknown,unknown,published,,proposed
"Green Cay, Sandy Cay, Sandy Spit",VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",3.069871,,555624422,555624422,4058,2574,68810641.0,,,,unknown,unknown,published,,proposed
Shark Fin Bay,PHL,PHL,Yellow,light,actively managed,Marine Protected Area,"mpa, multiple-objective",3.032813078125,,,,6345,146,,,2025-01-01,2025-01-01,yes,yes,published,,designated_implemented
Buckroney-Brittas Dunes and Fen SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,3.0286022734375,,555789203,555789203,6387,3836,,,,,yes,no,published,,designated_implemented
"Lough Cahasy, Lough Baun and Roonah Lough SAC",IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,3.026816125,,555789206,555789206,6857,4164,,,,,yes,no,published,,designated_implemented
Cruagh Island SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.923939421875,,555540002,555540002,6417,3860,,,,,yes,no,published,,designated_implemented
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.83549749609375,,,,5554,478,68821496.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Ballycotton Bay,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.81319187890625,,555539879,555539879,5854,3496,68811867.0,,,,yes,no,published,,designated_implemented
Salt and Cooper Is,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",2.81042533984375,,14210,14210,4181,3194,6299.0,,,,unknown,unknown,published,,proposed
Aliwal Shoal,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.704317796875,,,,5521,473,68821463.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Addo Elephant National Park,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.65630370703125,,,,5502,466,68821444.0,2016-02-01,2019-05-01,2019-05-01,yes,yes,published,Field et al. (2025),designated_implemented
North Bnaider Reef,KWT,KWT,Yellow,unknown,proposed/committed,القطع المرجانية شمال قطعة بنيدر,"mpa, primary conservation",2.64158153125,,555547516,555547516,4114,703,14396.0,,,,unknown,unknown,published,,proposed
Bray Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,2.63380071875,,555527818,555527818,6382,3833,,,,,yes,no,published,,designated_implemented
Baldoyle Bay SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.62648315625,,555539873,555539873,6359,3811,,,,,yes,no,published,,designated_implemented
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.6201338828125,,,,5547,478,68821489.0,,1979-01-01,2019-01-01,yes,yes,published,,designated_implemented
South Coast,VCT,VCT,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",2.6153910390625,,555576505,555576505,4128,3094,68812302.0,,,,unknown,unknown,published,,proposed
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.52850663671875,,,,5552,478,68821494.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Pacific Grove Marine Gardens,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,unknown,2.469026421875,,,,2638,3070,7625.0,,2007-09-01,,yes,yes,published,,designated_implemented
Aliwal Shoal,ZAF,ZAF,Yellow,light,actively managed,Controlled zone,"mpa, multiple-objective",2.36648732421875,,,,5520,473,68821462.0,,2004-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Inishmurray SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.34733975,,555539921,555539921,6474,3908,,,,,yes,no,published,,designated_implemented
Omey Island Machair SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,2.332290734375,,555787998,555787998,6525,3958,,,,,yes,no,published,,designated_implemented
River Nanny Estuary and Shore SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.2968845,,555539995,555539995,6534,3966,,,,,yes,no,published,,designated_implemented
Ginger Island,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",2.2755655234375,,14214,14214,4183,3429,6301.0,,,,unknown,unknown,published,,proposed
Carslisle Bay,BRB,BRB,Yellow,unknown,proposed/committed,Marine Reserve,"mpa, primary conservation",2.25571474609375,,98097,98097,4210,3369,67706802.0,,,,unknown,unknown,published,,proposed
San Miguel Island,USA,USA,Yellow,light,actively managed,Special Closure,unknown,2.23917819140625,,None,None,2391,3219,7605.0,,,,yes,yes,published,,designated_implemented
Norman Island,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",2.23404966015625,,12840,12840,4171,3428,6142.0,,,,unknown,unknown,published,,proposed
Monitor,USA,USA,Yellow,light,actively managed,National Marine Sanctuary,"mpa, primary conservation",2.20306570703125,,,,2746,1869,8689.0,,1975-01-30,,yes,yes,published,,designated_implemented
Lough Nagreany Dunes SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,2.1845133046875,,555527670,555527670,6506,3938,,,,,yes,no,published,,designated_implemented
Skerries Islands SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.171099953125,,555539969,555539969,6548,3979,,,,,yes,no,published,,designated_implemented
Ireland's Eye SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.144200234375,,555539964,555539964,6479,3913,,,,,yes,no,published,,designated_implemented
James V Fitzgerald Marine Reserve,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",2.09557734375,,None,None,2427,1785,68819699.0,,1969-08-05,,yes,no,published,,designated_implemented
Bnaider Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة بنيدر,"mpa, primary conservation",2.090309125,,555547517,555547517,4115,714,14397.0,,,,unknown,unknown,published,,proposed
Dalkey Island [No. 2 of 2019],IRL,IRL,Yellow,unknown,implemented,Fisheries Natura Declaration,other,2.0788968046875,,,,6843,4156,,,2019-10-05,,yes,yes,published,,designated_implemented
Howth Head Coast SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,2.0771559296875,,555539960,555539960,6451,3890,,,,,yes,no,published,,designated_implemented
Al Bidaa (Anjefah) Reef,KWT,KWT,Yellow,unknown,proposed/committed,(قطعة البدع (انجفه,"mpa, primary conservation",2.0508507734375,,555547512,555547512,4110,3161,14392.0,,,,unknown,unknown,published,,proposed
Helvick Head SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,2.03542259375,,555527803,555527803,6444,3884,,,,,yes,no,published,,designated_implemented
Dwesa-Cwebe,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.03362405859375,,,,5493,464,68821435.0,,1991-01-01,2015-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Stilbaai,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",2.03228780859375,,,,5604,483,68821546.0,,2008-01-01,2008-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Great Harbour,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",1.9721721875,,555624404,555624404,4046,3267,68810625.0,,,,unknown,unknown,published,,proposed
Petite Dominique,GRD,GRD,Yellow,unknown,proposed/committed,Priority Area of Interest,"mpa, primary conservation",1.953729203125,,555592974,555592974,4135,1280,68812681.0,,,,unknown,unknown,published,,proposed
Wicklow Head SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.95033371875,,555539973,555539973,6589,4016,,,,,yes,no,published,,designated_implemented
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",1.94141646875,,,,5561,478,68821503.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Doogort Machair/Lough Doo SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,1.878623109375,,555527879,555527879,6427,3868,,,,,yes,no,published,,designated_implemented
Scrub Island,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",1.8390735546875,,555624436,555624436,4068,3276,68810654.0,,,,unknown,unknown,published,,proposed
Stilbaai,ZAF,ZAF,Yellow,light,actively managed,Restricted Zone,"mpa, multiple-objective",1.82223258984375,,,,5605,483,68821547.0,,2008-01-01,2008-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Bolsa Chica Basin,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,"mpa, primary conservation",1.82025605859375,,,,2627,2637,68808030.0,,,2012-01-01,yes,yes,published,,designated_implemented
Pondoland,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone  A,"mpa, multiple-objective",1.81008192578125,,,,5593,482,68821535.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Perairan Kepulauan Fam (Raja Ampat),IDN,IDN,Yellow,light,actively managed,None,"mpa, primary conservation",1.708724796875,,None,None,3673,124,68819776.0,,2007-01-01,2009-01-01,yes,yes,published,,designated_implemented
Pulau Pasir Panjang,IDN,IDN,Yellow,unknown,proposed/committed,Nature Recreation Park,"mpa, primary conservation",1.70846147265625,,8957,8957,4159,3348,721.0,,,,unknown,unknown,published,,proposed
North West Qaruh Island Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة شمال غرب جزيرة قاروه,"mpa, primary conservation",1.695928796875,,555547511,555547511,4109,700,14391.0,,,,unknown,unknown,published,,proposed
Illanmaster SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.6495387421875,,555539925,555539925,6454,3893,,,,,yes,no,published,,designated_implemented
Rocherpan,ZAF,ZAF,Yellow,light,implemented,Controlled Zone,"mpa, multiple-objective",1.551591984375,,,,5648,502,68821590.0,1990-01-01,1990-01-01,2000-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Rathlin O'Birne Island SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.5359204609375,,555539967,555539967,6529,3962,,,,,yes,no,published,,designated_implemented
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",1.53249971875,,,,5551,478,68821493.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Himarah Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة حماره,"mpa, primary conservation",1.51164185546875,,555547520,555547520,4118,721,14400.0,,,,unknown,unknown,published,,proposed
Bills Rocks SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.496322265625,,555540005,555540005,6373,3824,,,,,yes,no,published,,designated_implemented
Ardboline Island and Horse Island SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.483394703125,,555539979,555539979,6354,3806,,,,,yes,no,published,,designated_implemented
Dog's Bay SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,1.4692103671875,,555527861,555527861,6421,3864,,,,,yes,no,published,,designated_implemented
Roaninish SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.458071546875,,555539968,555539968,6536,3968,,,,,yes,no,published,,designated_implemented
High North Addition,GRD,GRD,Yellow,unknown,proposed/committed,Priority Area of Interest,"mpa, primary conservation",1.4379979453125,,555592982,555592982,4139,3300,68812685.0,,,,unknown,unknown,published,,proposed
Delta Evrou,GRC,GRC,Yellow,minimal,actively managed,Ethniko ygrotopiko parko,"mpa, primary conservation",1.42395650390625,,341929,341929,3271,170,11510.0,,2007-03-16,2007-03-16,yes,yes,published,Giakoumi et al. (2023),designated_implemented
Dwesa-Cwebe,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",1.377652328125,,,,5492,464,68821434.0,,1991-01-01,2015-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Stags of Broad Haven SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.36388615625,,555539923,555539923,6562,3991,,,,,yes,no,published,,designated_implemented
Benayh Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة بنيه,"mpa, primary conservation",1.35953553125,,555547519,555547519,4117,3322,14399.0,,,,unknown,unknown,published,,proposed
Balliceaux Island,VCT,VCT,Yellow,unknown,proposed/committed,Cultural Landmark,"mpa, primary conservation",1.3411926875,,555576490,555576490,4127,2988,68812297.0,,,,unknown,unknown,published,,proposed
Niguel Marine Life Refuge,USA,USA,Yellow,unknown,designated,Marine Life Refuge,"mpa, primary conservation",1.33359953515625,,None,None,2434,1316,68819603.0,,,,yes,no,published,,designated_implemented
Ethnikou Thalassiou Parkou Alonnisou Voreion Sporadon,GRC,GRC,Yellow,minimal,implemented,Ethnikou Thalassiou Parkou Alonissou Voreion Sporadon - Zoni Eidikon Rythmiseon B1,unknown,1.3325447890625,,349994,349994,3082,203,11610.0,1986-01-01,1992-01-01,2003-06-19,yes,yes,published,Giakoumi et al. (2023),designated_implemented
South Funatees Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة فنيطيس الجنوبية,"mpa, primary conservation",1.3277830078125,,555547514,555547514,4112,3316,14394.0,,,,unknown,unknown,published,,proposed
Batiquitos Lagoon,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,"mpa, primary conservation",1.31113587890625,,,,2646,829,68808045.0,,,2012-01-01,yes,yes,published,,designated_implemented
Siete Pecados,PHL,PHL,Yellow,light,actively managed,Marine Park,"mpa, primary conservation",1.30739391015625,,None,None,4251,137,68821370.0,2020-01-01,2023-01-01,2023-01-01,yes,yes,published,,designated_implemented
San Elijo Lagoon,USA,USA,Yellow,light,actively managed,State Marine Conservation Area,"mpa, primary conservation",1.29885805078125,,,,2648,1685,68808047.0,,,2012-01-01,yes,yes,published,,designated_implemented
David Bay,GRD,GRD,Yellow,unknown,proposed/committed,Local Area Planning,"mpa, primary conservation",1.2832954140625,,555592977,555592977,4137,3296,68812683.0,,,,unknown,unknown,published,,proposed
Inishkeel SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,1.2444784140625,,555539963,555539963,6470,3904,,,,,yes,no,published,,designated_implemented
Pondoland,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone B,"mpa, multiple-objective",1.23306371484375,,,,5595,482,68821537.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
American Samoa,ASM,USA,Yellow,light,actively managed,National Marine Sanctuary,"mpa, primary conservation",1.186036298828125,,None,None,644,85,68819708.0,,1986-01-01,2012-10-15,yes,yes,published,"Sullivan-Stack et al. (2022), Pike et al. (2024)",designated_implemented
Abra del Rio Cojímar,CUB,CUB,Yellow,unknown,proposed/committed,Reserva Florística Manejada,"mpa, primary conservation",1.1509138203125,,302893,302893,4230,2961,3735.0,,,,unknown,unknown,published,,proposed
Pondoland,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone D,"mpa, multiple-objective",1.1477314921875,,,,5598,482,68821540.0,,1991-01-01,2004-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Jost Van Dyke,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",1.14141308203125,,12839,12839,4170,3117,6141.0,,,,unknown,unknown,published,,proposed
Namaqua,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",1.1411345,,,,5617,487,68821559.0,,2019-01-01,2019-01-01,yes,yes,published,Field et al. (2025),designated_implemented
Cayo Rabihorcado,CUB,CUB,Yellow,unknown,proposed/committed,Refugio de Fauna,"mpa, primary conservation",1.11687194140625,,302879,302879,4229,2957,3733.0,,,,unknown,unknown,published,,proposed
Jutten Island,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",1.1148550859375,,,,5635,492,68821577.0,,1985-01-01,2000-12-01,yes,yes,published,Field et al. (2025),designated_implemented
Great Thatch,VGB,GBR,Yellow,unknown,proposed/committed,Managed Resource,"mpa, primary conservation",1.10743608203125,,555624405,555624405,4047,2899,68810626.0,,,,unknown,unknown,published,,proposed
East Coast,LCA,LCA,Yellow,unknown,proposed/committed,Marine Managed Area,"mpa, primary conservation",1.04323367578125,,555593000,555593000,4149,3375,68816455.0,,,,unknown,unknown,published,,proposed
Prickly Pear,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",1.02670308203125,,12841,12841,4172,3118,6143.0,,,,unknown,unknown,published,,proposed
Julaiah Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة الجليعه,"mpa, primary conservation",1.0167710390625,,555547515,555547515,4113,3320,14395.0,,,,unknown,unknown,published,,proposed
Al Zour Reef,KWT,KWT,Yellow,unknown,proposed/committed,قطعة الزور,"mpa, primary conservation",0.9703196328125,,61888,61888,4203,3293,9784.0,,,,unknown,unknown,published,,proposed
Anegada south west,VGB,GBR,Yellow,unknown,proposed/committed,Fisheries Protected,"mpa, primary conservation",0.95022430078125,,555624400,555624400,4043,3264,68810622.0,,,,unknown,unknown,published,,proposed
iSimangaliso,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.8851416953125,,,,5567,478,68821509.0,2016-02-01,2019-05-23,2019-03-01,yes,yes,published,Field et al. (2025),designated_implemented
Beef Island,VGB,GBR,Yellow,unknown,proposed/committed,Marine Park,"mpa, primary conservation",0.86438619921875,,555624396,555624396,4040,3263,68810618.0,,,,unknown,unknown,published,,proposed
Termon Strand SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.85025265625,,555527854,555527854,6566,3995,,,,,yes,no,published,,designated_implemented
Norman Island,VGB,GBR,Yellow,unknown,proposed/committed,Landscape/Seascape,"mpa, primary conservation",0.8373600625,,555624432,555624432,4066,3421,68810650.0,,,,unknown,unknown,published,,proposed
Dalkey Islands SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),"mpa, primary conservation",0.8303773671875,,555540003,555540003,6251,3769,,2009-10-01,2010-06-04,2010-06-04,yes,no,published,,designated_implemented
Keeragh Islands SPA,IRL,IRL,Yellow,unknown,designated,Special Protection Area (Birds Directive),unknown,0.8001673046875,,555539965,555539965,6482,3916,,,,,yes,no,published,,designated_implemented
Kingstown Bay SAC,IRL,IRL,Yellow,unknown,designated,Special Areas of Conservation (Habitats Directive),unknown,0.79878709375,,555528002,555528002,6495,3927,,,,,yes,no,published,,designated_implemented
Goukamma,ZAF,ZAF,Yellow,light,actively managed,Controlled Zone,"mpa, multiple-objective",0.782341265625,,,,5653,504,68821595.0,,1990-10-01,2000-01-01,yes,yes,published,Field et al. (2025),designated_implemented
